"152"	"KEPALA TUKANG"		true	"2026-01-30 09:35:47.871"	"2026-01-30 09:35:47.871"	"11"
"153"	"KERNET TUKANG"		true	"2026-01-30 09:36:11.547"	"2026-01-30 09:36:11.547"	"11"
"16"	"OP. PRESS"		true	"2026-01-30 07:34:02.36"	"2026-01-30 08:13:23.707"	"2"
"17"	"HELPER PRESS"		true	"2026-01-30 07:32:39.104"	"2026-01-30 08:13:33.913"	"2"
"18"	"OP. KLARIFIKASI"		true	"2026-01-30 08:14:33.89"	"2026-01-30 08:14:33.89"	"2"
"19"	"HELPER KLARIFIKASI"		true	"2026-01-30 08:14:49.809"	"2026-01-30 08:14:49.809"	"2"
"2"	"MILL MANAGER"		true	"2026-01-30 07:20:57.354"	"2026-01-30 07:20:57.354"	"1"
"20"	"OP BOILER"		true	"2026-01-29 10:11:17.771"	"2026-01-30 08:15:10.064"	"2"
"21"	"HELPER BOILER"		true	"2026-01-30 08:16:43.582"	"2026-01-30 08:16:43.582"	"2"
"22"	"HELPER BOILER"		true	"2026-01-30 08:16:51.559"	"2026-01-30 08:16:51.559"	"2"
"23"	"HELPER BOILER"		true	"2026-01-30 08:17:00.345"	"2026-01-30 08:17:00.345"	"2"
"24"	"HELPER BOILER"		true	"2026-01-30 08:17:36.063"	"2026-01-30 08:17:36.063"	"2"
"25"	"OP. ENGINE ROOM"		true	"2026-01-30 08:18:16.379"	"2026-01-30 08:18:16.379"	"2"
"26"	"HELPER ENGINE ROOM"		true	"2026-01-30 08:18:32.96"	"2026-01-30 08:18:32.96"	"2"
"27"	"OP. KERNEL"		true	"2026-01-30 07:33:39.061"	"2026-01-30 09:18:10.802"	"2"
"28"	"HELPER KERNEL"		true	"2026-01-30 07:33:18.376"	"2026-01-30 09:18:17.107"	"2"
"29"	"HELPER KERNEL"		true	"2026-01-30 08:13:00.379"	"2026-01-30 09:18:22.698"	"2"
"3"	"KTU"		true	"2026-01-30 07:21:15.566"	"2026-01-30 07:21:15.566"	"1"
"30"	"OP. WHELL LOADER 1"		true	"2026-01-30 08:19:09.078"	"2026-01-30 09:19:04.566"	"2"
"31"	"MANDOR PROSES SHIF 2"		true	"2026-01-30 07:40:28.958"	"2026-01-30 09:08:33.003"	"3"
"32"	"OP.STERILIZER"		true	"2026-01-30 09:09:07.447"	"2026-01-30 09:09:07.447"	"3"
"33"	"HELPER STERILIZER"		true	"2026-01-30 09:09:21.767"	"2026-01-30 09:09:21.767"	"3"
"34"	"HELPER STERILIZER"		true	"2026-01-30 09:09:40.573"	"2026-01-30 09:09:40.573"	"3"
"35"	"OP. PRESS"		true	"2026-01-30 09:09:56.964"	"2026-01-30 09:09:56.964"	"3"
"36"	"HELPER PRESS"		true	"2026-01-30 09:10:07.086"	"2026-01-30 09:10:07.086"	"3"
"37"	"OP. KLARIFIKASI"		true	"2026-01-30 09:10:33.897"	"2026-01-30 09:10:33.897"	"3"
"38"	"HELPER KLARIFIKASI"		true	"2026-01-30 09:10:46.853"	"2026-01-30 09:10:46.853"	"3"
"39"	"OP. BOILER"		true	"2026-01-30 09:11:15.577"	"2026-01-30 09:11:15.577"	"3"
"4"	"ASISTEN LABORATORIUM"		true	"2026-01-30 07:21:58.391"	"2026-01-30 07:21:58.391"	"1"
"40"	"HELPER BOILER"		true	"2026-01-30 09:11:28.936"	"2026-01-30 09:11:28.936"	"3"
"41"	"HELPER BOILER"		true	"2026-01-30 09:16:13.539"	"2026-01-30 09:16:13.539"	"3"
"42"	"HELPER BOILER"		true	"2026-01-30 09:13:01.5"	"2026-01-30 09:13:01.5"	"3"
"43"	"HELPER BOILER"		true	"2026-01-30 09:13:19.894"	"2026-01-30 09:13:19.894"	"3"
"44"	"HELPER BOILER"		true	"2026-01-30 09:16:49.572"	"2026-01-30 09:16:49.572"	"3"
"45"	"OP. KERNEL"		true	"2026-01-30 09:17:18.617"	"2026-01-30 09:17:18.617"	"3"
"46"	"HELPER KERNEL"		true	"2026-01-30 09:17:30.161"	"2026-01-30 09:17:30.161"	"3"
"47"	"HELPER KERNEL"		true	"2026-01-30 09:19:30.064"	"2026-01-30 09:19:30.064"	"3"
"48"	"OP. WHELL LOADER 2"		true	"2026-01-30 08:19:48.477"	"2026-01-30 09:19:42.519"	"3"
"5"	"ASISTEN PROSES"		true	"2026-01-30 07:22:45.36"	"2026-01-30 07:22:45.36"	"1"
"51"	"MANDOR MAINTENANCE"		true	"2026-01-29 09:22:54.795"	"2026-01-30 09:19:59.984"	"4"
"52"	"KEPALA WORKSHOP"		true	"2026-01-30 09:20:26.728"	"2026-01-30 09:20:26.728"	"4"
"53"	"MEKANIK"		true	"2026-01-30 09:20:43.352"	"2026-01-30 09:20:43.352"	"4"
"54"	"MEKANIK"		true	"2026-01-30 09:20:53.131"	"2026-01-30 09:20:53.131"	"4"
"55"	"MEKANIK"		true	"2026-01-30 09:21:03.35"	"2026-01-30 09:21:03.35"	"4"
"56"	"MEKANIK"		true	"2026-01-30 09:21:22.093"	"2026-01-30 09:21:22.093"	"4"
"57"	"HELPER MEKANIK"		true	"2026-01-30 09:21:55.08"	"2026-01-30 09:21:55.08"	"4"
"58"	"HELPER MEKANIK"		true	"2026-01-30 09:22:10.749"	"2026-01-30 09:22:10.749"	"4"
"59"	"HELPER MEKANIK"		true	"2026-01-30 09:22:24.918"	"2026-01-30 09:22:24.918"	"4"
"6"	"ASISTEN MAINTENANCE"		true	"2026-01-30 07:23:32.532"	"2026-01-30 07:23:32.532"	"1"
"60"	"HELPER MEKANIK"		true	"2026-01-30 09:24:09.947"	"2026-01-30 09:24:09.947"	"4"
"61"	"MANDOR ELECTRICAL"		true	"2026-01-30 09:24:24.592"	"2026-01-30 09:24:24.592"	"4"
"62"	"MEKANIK ELECTRICAL"		true	"2026-01-30 09:24:41.575"	"2026-01-30 09:24:41.575"	"4"
"63"	"HELPER ELECTRICAL"		true	"2026-01-30 09:24:55.584"	"2026-01-30 09:24:55.584"	"4"
"64"	"HELPER ELECTRICAL"		true	"2026-01-30 09:25:09.92"	"2026-01-30 09:25:09.92"	"4"
"71"	"MANDOR LABORATORIUM"		true	"2026-01-30 09:25:30.221"	"2026-01-30 09:25:30.221"	"5"
"72"	"ANALIS"		true	"2026-01-30 09:25:45.149"	"2026-01-30 09:25:45.149"	"5"
"73"	"SAMPLE BOY"		true	"2026-01-30 09:25:56.608"	"2026-01-30 09:25:56.608"	"5"
"74"	"OP. DISPATCH"		true	"2026-01-30 09:27:45.248"	"2026-01-30 09:27:45.248"	"5"
"75"	"HELPER DISPATCH"		true	"2026-01-30 09:27:58.124"	"2026-01-30 09:27:58.124"	"5"
"76"	"OP. WATER TREATMENT PLANT"		true	"2026-01-30 09:28:19.686"	"2026-01-30 09:28:19.686"	"5"
"77"	"EFFLUENT ATTD"		true	"2026-01-30 09:28:35.097"	"2026-01-30 09:28:35.097"	"5"
"91"	"MANDOR SORTASI 1"		true	"2026-01-30 09:29:14.769"	"2026-01-30 09:29:14.769"	"6"
"92"	"MANDOR SORTASE 2"		true	"2026-01-30 09:29:30.901"	"2026-01-30 09:29:30.901"	"6"
"93"	"ANGGOTA SORTASE"		true	"2026-01-30 09:29:48.717"	"2026-01-30 09:29:48.717"	"6"
"cmkz8xwph0005uo30wjtbhbbh"	"MANDOR ELECTRICAL"		true	"2026-01-29 09:23:11.957"	"2026-01-29 09:23:11.957"	"4"
"cmkz8y7xw0007uo3087sa6e45"	"MANDOR LABORATORIUM"		true	"2026-01-29 09:23:26.516"	"2026-01-29 09:23:26.516"	"5"
"cmkz8ylvr0009uo305oky9o9b"	"MANDOR SORTASE 1"		true	"2026-01-29 09:23:44.583"	"2026-01-29 09:23:44.583"	"6"
"cmkz8yxti000buo308aozv9sw"	"MANDOR SORTASE 2"		true	"2026-01-29 09:24:00.054"	"2026-01-29 09:24:00.054"	"6"
"cmkz8zij7000duo3017bjki1e"	"KR PERSONALIA"		true	"2026-01-29 09:24:26.899"	"2026-01-29 09:24:26.899"	"7"
"cmkz9036u000fuo303vpl60xb"	"OPERATOR EXAVATOR"		true	"2026-01-29 09:24:53.67"	"2026-01-29 09:25:32.018"	"9"
"cmkz939ao000juo30x6y0idnt"	"DANDRU SECURITY"		true	"2026-01-29 09:27:21.553"	"2026-01-29 09:27:21.553"	"10"
